ds,Nuclear_indisponibility
1060,2014-11-26,1825.0
1061,2014-11-27,1825.0
1062,2014-11-28,1825.0
1063,2014-11-29,2740.0
1064,2014-11-30,2740.0
1065,2014-12-01,2740.0
1066,2014-12-02,2740.0
1067,2014-12-03,3650.0
1068,2014-12-04,4070.0
1069,2014-12-05,4070.0
1070,2014-12-06,3650.0
1071,2014-12-07,2740.0
1072,2014-12-08,4240.0
1073,2014-12-09,3300.0
1074,2014-12-10,3720.0
1075,2014-12-11,2740.0
1076,2014-12-12,3445.0
1077,2014-12-13,4850.0
1078,2014-12-14,4845.0
1079,2014-12-15,4850.0
1080,2014-12-16,4250.0
1081,2014-12-17,3930.0
1082,2014-12-18,4975.0
1083,2014-12-19,5890.0
1084,2014-12-20,4380.0
1085,2014-12-21,3465.0
1086,2014-12-22,2320.0
1087,2014-12-23,2320.0
1088,2014-12-24,4530.0
1089,2014-12-25,2320.0
1090,2014-12-26,2320.0
1091,2014-12-27,2135.0
1092,2014-12-28,2515.0
1093,2014-12-29,2135.0
1094,2014-12-30,4805.0
1095,2014-12-31,4860.0
1096,2015-01-01,4445.0
1097,2015-01-02,3205.0
1098,2015-01-03,4015.0
1099,2015-01-04,3110.0
1100,2015-01-05,3455.0
1101,2015-01-06,1285.0
1102,2015-01-07,1285.0
1103,2015-01-08,1386.0
1104,2015-01-09,1285.0
1105,2015-01-10,1225.0
1106,2015-01-11,3855.0
1107,2015-01-12,2555.0
1108,2015-01-13,3335.0
1109,2015-01-14,2685.0
1110,2015-01-15,2685.0
1111,2015-01-16,3845.0
1112,2015-01-17,4155.0
1113,2015-01-18,2715.0
1114,2015-01-19,2960.0
1115,2015-01-20,1220.0
1116,2015-01-21,2135.0
1117,2015-01-22,2135.0
1118,2015-01-23,2720.0
1119,2015-01-24,2410.0
1120,2015-01-25,2410.0
1121,2015-01-26,2820.0
1122,2015-01-27,2410.0
1123,2015-01-28,2410.0
1124,2015-01-29,2410.0
1125,2015-01-30,2825.0
1126,2015-01-31,4311.0
1127,2015-02-01,3740.0
1128,2015-02-02,4105.0
1129,2015-02-03,5555.0
1130,2015-02-04,3860.0
1131,2015-02-05,3860.0
1132,2015-02-06,3860.0
1133,2015-02-07,5960.0
1134,2015-02-08,6225.0
1135,2015-02-09,4915.0
1136,2015-02-10,4650.0
1137,2015-02-11,4650.0
1138,2015-02-12,4650.0
1139,2015-02-13,4650.0
1140,2015-02-14,6855.0
1141,2015-02-15,6855.0
1142,2015-02-16,5950.0
1143,2015-02-17,7780.0
1144,2015-02-18,7780.0
1145,2015-02-19,7780.0
1146,2015-02-20,7780.0
1147,2015-02-21,7780.0
1148,2015-02-22,8773.0
1149,2015-02-23,8773.0
1150,2015-02-24,7883.0
1151,2015-02-25,9183.0
1152,2015-02-26,9183.0
1153,2015-02-27,9183.0
1154,2015-02-28,11750.0
1155,2015-03-01,11760.0
1156,2015-03-02,10710.0
1157,2015-03-03,10710.0
1158,2015-03-04,12010.0
1159,2015-03-05,12010.0
1160,2015-03-06,12010.0
1161,2015-03-07,13350.0
1162,2015-03-08,12050.0
1163,2015-03-09,11135.0
1164,2015-03-10,11135.0
1165,2015-03-11,11135.0
1166,2015-03-12,11135.0
1167,2015-03-13,11135.0
1168,2015-03-14,10567.0
1169,2015-03-15,10220.0
1170,2015-03-16,10525.0
1171,2015-03-17,10525.0
1172,2015-03-18,9615.0
1173,2015-03-19,9615.0
1174,2015-03-20,11440.0
1175,2015-03-21,11582.0
1176,2015-03-22,12342.0
1177,2015-03-23,12342.0
1178,2015-03-24,11582.0
1179,2015-03-25,11582.0
1180,2015-03-26,12297.0
1181,2015-03-27,12297.0
1182,2015-03-28,12497.0
1183,2015-03-29,12497.0
1184,2015-03-30,12497.0
1185,2015-03-31,13377.0
1186,2015-04-01,13377.0
1187,2015-04-02,13377.0
1188,2015-04-03,13117.0
1189,2015-04-04,14857.0
1190,2015-04-05,15727.0
1191,2015-04-06,15737.0
1192,2015-04-07,15902.0
1193,2015-04-08,15707.0
1194,2015-04-09,15742.0
1195,2015-04-10,14497.0
1196,2015-04-11,18410.0
1197,2015-04-12,17500.0
1198,2015-04-13,17390.0
1199,2015-04-14,17500.0
1200,2015-04-15,17500.0
1201,2015-04-16,17780.0
1202,2015-04-17,17780.0
1203,2015-04-18,17500.0
1204,2015-04-19,18420.0
1205,2015-04-20,18920.0
1206,2015-04-21,19150.0
1207,2015-04-22,16200.0
1208,2015-04-23,14715.0
1209,2015-04-24,15750.0
1210,2015-04-25,18500.0
1211,2015-04-26,17545.0
1212,2015-04-27,16110.0
1213,2015-04-28,16680.0
1214,2015-04-29,16780.0
1215,2015-04-30,16080.0
1216,2015-05-01,15980.0
1217,2015-05-02,17800.0
1218,2015-05-03,20185.0
1219,2015-05-04,19975.0
1220,2015-05-05,19285.0
1221,2015-05-06,18635.0
1222,2015-05-07,19305.0
1223,2015-05-08,20943.0
1224,2015-05-09,21368.0
1225,2015-05-10,20948.0
1226,2015-05-11,17975.0
1227,2015-05-12,18885.0
1228,2015-05-13,18885.0
1229,2015-05-14,18995.0
1230,2015-05-15,20185.0
1231,2015-05-16,21315.0
1232,2015-05-17,18480.0
1233,2015-05-18,16965.0
1234,2015-05-19,16725.0
1235,2015-05-20,16105.0
1236,2015-05-21,17671.0
1237,2015-05-22,15375.0
1238,2015-05-23,19630.0
1239,2015-05-24,18010.0
1240,2015-05-25,15980.0
1241,2015-05-26,14685.0
1242,2015-05-27,13700.0
1243,2015-05-28,15945.0
1244,2015-05-29,15945.0
1245,2015-05-30,17047.0
1246,2015-05-31,17432.0
1247,2015-06-01,15377.0
1248,2015-06-02,14843.0
1249,2015-06-03,15571.0
1250,2015-06-04,16461.0
1251,2015-06-05,16731.0
1252,2015-06-06,19765.0
1253,2015-06-07,18885.0
1254,2015-06-08,17720.0
1255,2015-06-09,17720.0
1256,2015-06-10,16830.0
1257,2015-06-11,16830.0
1258,2015-06-12,19060.0
1259,2015-06-13,20195.0
1260,2015-06-14,17695.0
1261,2015-06-15,15455.0
1262,2015-06-16,16365.0
1263,2015-06-17,19475.0
1264,2015-06-18,19398.0
1265,2015-06-19,15395.0
1266,2015-06-20,16895.0
1267,2015-06-21,17705.0
1268,2015-06-22,16205.0
1269,2015-06-23,16205.0
1270,2015-06-24,16205.0
1271,2015-06-25,15295.0
1272,2015-06-26,15295.0
1273,2015-06-27,18010.0
1274,2015-06-28,19145.0
1275,2015-06-29,15825.0
1276,2015-06-30,16220.0
1277,2015-07-01,16630.0
1278,2015-07-02,15330.0
1279,2015-07-03,15330.0
1280,2015-07-04,16793.0
1281,2015-07-05,18848.0
1282,2015-07-06,18730.0
1283,2015-07-07,18535.0
1284,2015-07-08,14935.0
1285,2015-07-09,15925.0
1286,2015-07-10,12670.0
1287,2015-07-11,14149.0
1288,2015-07-12,14025.0
1289,2015-07-13,13130.0
1290,2015-07-14,12696.0
1291,2015-07-15,12475.0
1292,2015-07-16,13050.0
1293,2015-07-17,13050.0
1294,2015-07-18,18360.0
1295,2015-07-19,17415.0
1296,2015-07-20,15610.0
1297,2015-07-21,17820.0
1298,2015-07-22,16585.0
1299,2015-07-23,15285.0
1300,2015-07-24,13691.0
1301,2015-07-25,17776.0
1302,2015-07-26,16251.0
1303,2015-07-27,12510.0
1304,2015-07-28,12880.0
1305,2015-07-29,12655.0
1306,2015-07-30,11830.0
1307,2015-07-31,13140.0
1308,2015-08-01,15640.0
1309,2015-08-02,14350.0
1310,2015-08-03,15415.0
1311,2015-08-04,15220.0
1312,2015-08-05,16890.0
1313,2015-08-06,15220.0
1314,2015-08-07,15670.0
1315,2015-08-08,15644.0
1316,2015-08-09,17373.0
1317,2015-08-10,15968.0
1318,2015-08-11,15058.0
1319,2015-08-12,15218.0
1320,2015-08-13,14708.0
1321,2015-08-14,15588.0
1322,2015-08-15,16928.0
1323,2015-08-16,16518.0
1324,2015-08-17,14598.0
1325,2015-08-18,15943.0
1326,2015-08-19,15033.0
1327,2015-08-20,13998.0
1328,2015-08-21,12318.0
1329,2015-08-22,18878.0
1330,2015-08-23,19463.0
1331,2015-08-24,17963.0
1332,2015-08-25,15908.0
1333,2015-08-26,15908.0
1334,2015-08-27,17045.0
1335,2015-08-28,17280.0
1336,2015-08-29,18810.0
1337,2015-08-30,17315.0
1338,2015-08-31,16403.0
1339,2015-09-01,14160.0
1340,2015-09-02,14160.0
1341,2015-09-03,14173.0
1342,2015-09-04,13388.0
1343,2015-09-05,13816.0
1344,2015-09-06,14646.0
1345,2015-09-07,12338.0
1346,2015-09-08,12338.0
1347,2015-09-09,12338.0
1348,2015-09-10,12193.0
1349,2015-09-11,14508.0
1350,2015-09-12,20243.0
1351,2015-09-13,18023.0
1352,2015-09-14,16693.0
1353,2015-09-15,16693.0
1354,2015-09-16,16693.0
1355,2015-09-17,16873.0
1356,2015-09-18,18208.0
1357,2015-09-19,19300.0
1358,2015-09-20,19790.0
1359,2015-09-21,19090.0
1360,2015-09-22,22315.0
1361,2015-09-23,21785.0
1362,2015-09-24,21090.0
1363,2015-09-25,20185.0
1364,2015-09-26,22010.0
1365,2015-09-27,21055.0
1366,2015-09-28,19285.0
1367,2015-09-29,17865.0
1368,2015-09-30,19065.0
1369,2015-10-01,17650.0
1370,2015-10-02,18280.0
1371,2015-10-03,21533.0
1372,2015-10-04,18368.0
1373,2015-10-05,17168.0
1374,2015-10-06,16253.0
1375,2015-10-07,15338.0
1376,2015-10-08,16243.0
1377,2015-10-09,15835.0
1378,2015-10-10,18060.0
1379,2015-10-11,17760.0
1380,2015-10-12,15295.0
1381,2015-10-13,14358.0
1382,2015-10-14,14863.0
1383,2015-10-15,14740.0
1384,2015-10-16,14385.0
1385,2015-10-17,13475.0
1386,2015-10-18,12875.0
1387,2015-10-19,13425.0
1388,2015-10-20,12920.0
1389,2015-10-21,12530.0
1390,2015-10-22,10295.0
1391,2015-10-23,10670.0
1392,2015-10-24,11270.0
1393,2015-10-25,11810.0
1394,2015-10-26,11580.0
1395,2015-10-27,12380.0
1396,2015-10-28,13925.0
1397,2015-10-29,14294.0
1398,2015-10-30,13630.0
1399,2015-10-31,14680.0
1400,2015-11-01,13185.0
1401,2015-11-02,11380.0
1402,2015-11-03,12095.0
1403,2015-11-04,11750.0
1404,2015-11-05,10536.0
1405,2015-11-06,11195.0
1406,2015-11-07,12595.0
1407,2015-11-08,10135.0
1408,2015-11-09,10730.0
1409,2015-11-10,10135.0
1410,2015-11-11,10135.0
1411,2015-11-12,10520.0
1412,2015-11-13,10135.0
1413,2015-11-14,14533.0
1414,2015-11-15,13648.0
1415,2015-11-16,11995.0
1416,2015-11-17,11235.0
1417,2015-11-18,10355.0
1418,2015-11-19,10756.0
1419,2015-11-20,10355.0
1420,2015-11-21,9600.0
1421,2015-11-22,9015.0
1422,2015-11-23,8935.0
1423,2015-11-24,8200.0
1424,2015-11-25,10335.0
1425,2015-11-26,9090.0
1426,2015-11-27,7683.0
1427,2015-11-28,10218.0
1428,2015-11-29,8485.0
1429,2015-11-30,8635.0
1430,2015-12-01,6844.0
1431,2015-12-02,5934.0
1432,2015-12-03,5514.0
1433,2015-12-04,5184.0
1434,2015-12-05,4984.0
1435,2015-12-06,4984.0
1436,2015-12-07,3255.0
1437,2015-12-08,4510.0
1438,2015-12-09,4915.0
1439,2015-12-10,3625.0
1440,2015-12-11,3115.0
1441,2015-12-12,5525.0
1442,2015-12-13,4730.0
1443,2015-12-14,3125.0
1444,2015-12-15,3125.0
1445,2015-12-16,2210.0
1446,2015-12-17,2890.0
1447,2015-12-18,2210.0
1448,2015-12-19,6370.0
1449,2015-12-20,6370.0
1450,2015-12-21,6370.0
1451,2015-12-22,6370.0
1452,2015-12-23,6970.0
1453,2015-12-24,7700.0
1454,2015-12-25,7700.0
1455,2015-12-26,8430.0
1456,2015-12-27,9470.0
1457,2015-12-28,8770.0
1458,2015-12-29,7650.0
1459,2015-12-30,8350.0
1460,2015-12-31,9523.0
1461,2016-01-01,8375.0
1462,2016-01-02,8375.0
1463,2016-01-03,7670.0
1464,2016-01-04,4147.0
1465,2016-01-05,5477.0
1466,2016-01-06,4455.0
1467,2016-01-07,5365.0
1468,2016-01-08,6865.0
1469,2016-01-09,5945.0
1470,2016-01-10,4450.0
1471,2016-01-11,4995.0
1472,2016-01-12,5105.0
1473,2016-01-13,4560.0
1474,2016-01-14,4560.0
1475,2016-01-15,4740.0
1476,2016-01-16,4940.0
1477,2016-01-17,3650.0
1478,2016-01-18,3650.0
1479,2016-01-19,3650.0
1480,2016-01-20,4165.0
1481,2016-01-21,3650.0
1482,2016-01-22,4980.0
1483,2016-01-23,4450.0
1484,2016-01-24,5685.0
1485,2016-01-25,5365.0
1486,2016-01-26,6695.0
1487,2016-01-27,4640.0
1488,2016-01-28,3767.0
1489,2016-01-29,3600.0
1490,2016-01-30,5465.0
1491,2016-01-31,5895.0
1492,2016-02-01,3290.0
1493,2016-02-02,3290.0
1494,2016-02-03,3325.0
1495,2016-02-04,4820.0
1496,2016-02-05,4820.0
1497,2016-02-06,9475.0
1498,2016-02-07,7625.0
1499,2016-02-08,7020.0
1500,2016-02-09,7020.0
1501,2016-02-10,7020.0
1502,2016-02-11,6580.0
1503,2016-02-12,6690.0
1504,2016-02-13,8020.0
1505,2016-02-14,8020.0
1506,2016-02-15,8935.0
1507,2016-02-16,8415.0
1508,2016-02-17,10450.0
1509,2016-02-18,8040.0
1510,2016-02-19,7110.0
1511,2016-02-20,9885.0
1512,2016-02-21,8300.0
1513,2016-02-22,8300.0
1514,2016-02-23,8300.0
1515,2016-02-24,8985.0
1516,2016-02-25,8985.0
1517,2016-02-26,8420.0
1518,2016-02-27,11995.0
1519,2016-02-28,9920.0
1520,2016-02-29,9005.0
1521,2016-03-01,9005.0
1522,2016-03-02,9005.0
1523,2016-03-03,9005.0
1524,2016-03-04,9005.0
1525,2016-03-05,9412.0
1526,2016-03-06,9005.0
1527,2016-03-07,9005.0
1528,2016-03-08,8871.0
1529,2016-03-09,8218.0
1530,2016-03-10,8218.0
1531,2016-03-11,8463.0
1532,2016-03-12,10485.0
1533,2016-03-13,10485.0
1534,2016-03-14,11323.0
1535,2016-03-15,10413.0
1536,2016-03-16,10795.0
1537,2016-03-17,11400.0
1538,2016-03-18,10485.0
1539,2016-03-19,15015.0
1540,2016-03-20,13620.0
1541,2016-03-21,14535.0
1542,2016-03-22,14535.0
1543,2016-03-23,15015.0
1544,2016-03-24,15015.0
1545,2016-03-25,16325.0
1546,2016-03-26,18845.0
1547,2016-03-27,19545.0
1548,2016-03-28,18720.0
1549,2016-03-29,16085.0
1550,2016-03-30,17930.0
1551,2016-03-31,16995.0
1552,2016-04-01,16995.0
1553,2016-04-02,18820.0
1554,2016-04-03,17790.0
1555,2016-04-04,16480.0
1556,2016-04-05,16180.0
1557,2016-04-06,16408.0
1558,2016-04-07,16408.0
1559,2016-04-08,15498.0
1560,2016-04-09,19978.0
1561,2016-04-10,19088.0
1562,2016-04-11,17593.0
1563,2016-04-12,17593.0
1564,2016-04-13,17593.0
1565,2016-04-14,17593.0
1566,2016-04-15,17593.0
1567,2016-04-16,19548.0
1568,2016-04-17,18912.0
1569,2016-04-18,18953.0
1570,2016-04-19,18953.0
1571,2016-04-20,18953.0
1572,2016-04-21,19179.0
1573,2016-04-22,19179.0
1574,2016-04-23,19179.0
1575,2016-04-24,19179.0
1576,2016-04-25,20201.0
1577,2016-04-26,20841.0
1578,2016-04-27,21716.0
1579,2016-04-28,22171.0
1580,2016-04-29,22979.0
1581,2016-04-30,19949.0
1582,2016-05-01,19949.0
1583,2016-05-02,20047.0
1584,2016-05-03,19547.0
1585,2016-05-04,19132.0
1586,2016-05-05,18857.0
1587,2016-05-06,19412.0
1588,2016-05-07,26124.0
1589,2016-05-08,26006.0
1590,2016-05-09,21667.0
1591,2016-05-10,20967.0
1592,2016-05-11,20487.0
1593,2016-05-12,19621.0
1594,2016-05-13,20500.0
1595,2016-05-14,28335.0
1596,2016-05-15,29765.0
1597,2016-05-16,25934.0
1598,2016-05-17,24725.0
1599,2016-05-18,25479.0
1600,2016-05-19,24149.0
1601,2016-05-20,24359.0
1602,2016-05-21,27815.0
1603,2016-05-22,24855.0
1604,2016-05-23,23125.0
1605,2016-05-24,23690.0
1606,2016-05-25,24850.0
1607,2016-05-26,23515.0
1608,2016-05-27,22040.0
1609,2016-05-28,23540.0
1610,2016-05-29,24005.0
1611,2016-05-30,24053.0
1612,2016-05-31,21683.0
1613,2016-06-01,22056.0
1614,2016-06-02,22258.0
1615,2016-06-03,21376.0
1616,2016-06-04,25546.0
1617,2016-06-05,24283.0
1618,2016-06-06,19023.0
1619,2016-06-07,19023.0
1620,2016-06-08,19058.0
1621,2016-06-09,20205.0
1622,2016-06-10,19790.0
1623,2016-06-11,21755.0
1624,2016-06-12,23495.0
1625,2016-06-13,21605.0
1626,2016-06-14,21620.0
1627,2016-06-15,21355.0
1628,2016-06-16,18950.0
1629,2016-06-17,19860.0
1630,2016-06-18,21305.0
1631,2016-06-19,21400.0
1632,2016-06-20,20070.0
1633,2016-06-21,21810.0
1634,2016-06-22,22684.0
1635,2016-06-23,24126.0
1636,2016-06-24,23432.0
1637,2016-06-25,22488.0
1638,2016-06-26,22117.0
1639,2016-06-27,23437.0
1640,2016-06-28,23590.0
1641,2016-06-29,24360.0
1642,2016-06-30,23245.0
1643,2016-07-01,21915.0
1644,2016-07-02,23525.0
1645,2016-07-03,21935.0
1646,2016-07-04,19270.0
1647,2016-07-05,19270.0
1648,2016-07-06,19270.0
1649,2016-07-07,17940.0
1650,2016-07-08,19275.0
1651,2016-07-09,23950.0
1652,2016-07-10,22640.0
1653,2016-07-11,21730.0
1654,2016-07-12,23040.0
1655,2016-07-13,22895.0
1656,2016-07-14,21730.0
1657,2016-07-15,23040.0
1658,2016-07-16,26345.0
1659,2016-07-17,27460.0
1660,2016-07-18,26075.0
1661,2016-07-19,24030.0
1662,2016-07-20,24710.0
1663,2016-07-21,24030.0
1664,2016-07-22,21945.0
1665,2016-07-23,24605.0
1666,2016-07-24,22405.0
1667,2016-07-25,23315.0
1668,2016-07-26,24880.0
1669,2016-07-27,22750.0
1670,2016-07-28,22719.0
1671,2016-07-29,23084.0
1672,2016-07-30,23500.0
1673,2016-07-31,23500.0
1674,2016-08-01,25020.0
1675,2016-08-02,23345.0
1676,2016-08-03,23470.0
1677,2016-08-04,24385.0
1678,2016-08-05,23495.0
1679,2016-08-06,26170.0
1680,2016-08-07,26109.0
1681,2016-08-08,23249.0
1682,2016-08-09,21209.0
1683,2016-08-10,21313.0
1684,2016-08-11,21313.0
1685,2016-08-12,22709.0
1686,2016-08-13,25767.0
1687,2016-08-14,23600.0
1688,2016-08-15,23450.0
1689,2016-08-16,24355.0
1690,2016-08-17,24495.0
1691,2016-08-18,25000.0
1692,2016-08-19,25411.0
1693,2016-08-20,23704.0
1694,2016-08-21,22394.0
1695,2016-08-22,23414.0
1696,2016-08-23,22666.0
1697,2016-08-24,22666.0
1698,2016-08-25,22666.0
1699,2016-08-26,24236.0
1700,2016-08-27,28962.0
1701,2016-08-28,26310.0
1702,2016-08-29,25995.0
1703,2016-08-30,23705.0
1704,2016-08-31,23705.0
1705,2016-09-01,25015.0
1706,2016-09-02,24100.0
1707,2016-09-03,25015.0
1708,2016-09-04,26350.0
1709,2016-09-05,26350.0
1710,2016-09-06,25490.0
1711,2016-09-07,25345.0
1712,2016-09-08,24130.0
1713,2016-09-09,24640.0
1714,2016-09-10,26135.0
1715,2016-09-11,25205.0
1716,2016-09-12,21830.0
1717,2016-09-13,22515.0
1718,2016-09-14,24090.0
1719,2016-09-15,22515.0
1720,2016-09-16,21850.0
1721,2016-09-17,26440.0
1722,2016-09-18,25063.0
1723,2016-09-19,22101.0
1724,2016-09-20,23016.0
1725,2016-09-21,23246.0
1726,2016-09-22,22101.0
1727,2016-09-23,23156.0
1728,2016-09-24,25856.0
1729,2016-09-25,26151.0
1730,2016-09-26,26123.0
1731,2016-09-27,24695.0
1732,2016-09-28,24695.0
1733,2016-09-29,24830.0
1734,2016-09-30,24450.0
1735,2016-10-01,24147.0
1736,2016-10-02,23410.0
1737,2016-10-03,23410.0
1738,2016-10-04,23005.0
1739,2016-10-05,23840.0
1740,2016-10-06,25870.0
1741,2016-10-07,24075.0
1742,2016-10-08,25840.0
1743,2016-10-09,23005.0
1744,2016-10-10,23005.0
1745,2016-10-11,21935.0
1746,2016-10-12,21870.0
1747,2016-10-13,21870.0
1748,2016-10-14,21870.0
1749,2016-10-15,25620.0
1750,2016-10-16,24285.0
1751,2016-10-17,23065.0
1752,2016-10-18,23240.0
1753,2016-10-19,23365.0
1754,2016-10-20,19939.0
1755,2016-10-21,20658.0
1756,2016-10-22,24734.0
1757,2016-10-23,22410.0
1758,2016-10-24,21734.0
1759,2016-10-25,22094.0
1760,2016-10-26,20794.0
1761,2016-10-27,20680.0
1762,2016-10-28,20680.0
1763,2016-10-29,23330.0
1764,2016-10-30,21490.0
1765,2016-10-31,21400.0
1766,2016-11-01,22140.0
1767,2016-11-02,19900.0
1768,2016-11-03,19900.0
1769,2016-11-04,19900.0
1770,2016-11-05,19440.0
1771,2016-11-06,19983.0
1772,2016-11-07,19068.0
1773,2016-11-08,20355.0
1774,2016-11-09,19440.0
1775,2016-11-10,19440.0
1776,2016-11-11,21160.0
1777,2016-11-12,22080.0
1778,2016-11-13,22080.0
1779,2016-11-14,18969.0
1780,2016-11-15,18969.0
1781,2016-11-16,18969.0
1782,2016-11-17,18639.0
1783,2016-11-18,18515.0
1784,2016-11-19,18515.0
1785,2016-11-20,18185.0
1786,2016-11-21,17605.0
1787,2016-11-22,18025.0
1788,2016-11-23,17338.0
1789,2016-11-24,15663.0
1790,2016-11-25,14462.0
1791,2016-11-26,14107.0
1792,2016-11-27,14107.0
1793,2016-11-28,15049.0
1794,2016-11-29,13425.0
1795,2016-11-30,14375.0
1796,2016-12-01,13825.0
1797,2016-12-02,13685.0
1798,2016-12-03,14130.0
1799,2016-12-04,12220.0
1800,2016-12-05,12220.0
1801,2016-12-06,12878.0
1802,2016-12-07,12220.0
1803,2016-12-08,12220.0
1804,2016-12-09,12770.0
1805,2016-12-10,14900.0
1806,2016-12-11,16330.0
1807,2016-12-12,15310.0
1808,2016-12-13,15310.0
1809,2016-12-14,15310.0
1810,2016-12-15,14010.0
1811,2016-12-16,14010.0
1812,2016-12-17,14010.0
1813,2016-12-18,13210.0
1814,2016-12-19,13560.0
1815,2016-12-20,12260.0
1816,2016-12-21,12260.0
1817,2016-12-22,12170.0
1818,2016-12-23,12474.0
1819,2016-12-24,12170.0
1820,2016-12-25,12170.0
1821,2016-12-26,13385.0
1822,2016-12-27,11255.0
1823,2016-12-28,10575.0
1824,2016-12-29,10575.0
1825,2016-12-30,10425.0
1826,2016-12-31,10425.0
1827,2017-01-01,10425.0
1828,2017-01-02,11165.0
1829,2017-01-03,10425.0
1830,2017-01-04,9755.0
1831,2017-01-05,9875.0
1832,2017-01-06,8870.0
1833,2017-01-07,8870.0
1834,2017-01-08,8715.0
1835,2017-01-09,7805.0
1836,2017-01-10,7805.0
1837,2017-01-11,7805.0
1838,2017-01-12,9135.0
1839,2017-01-13,9135.0
1840,2017-01-14,10070.0
1841,2017-01-15,8680.0
1842,2017-01-16,8005.0
1843,2017-01-17,7285.0
1844,2017-01-18,8780.0
1845,2017-01-19,9085.0
1846,2017-01-20,9065.0
1847,2017-01-21,8908.0
1848,2017-01-22,8528.0
1849,2017-01-23,8528.0
1850,2017-01-24,8188.0
1851,2017-01-25,8350.0
1852,2017-01-26,9265.0
1853,2017-01-27,9265.0
1854,2017-01-28,9630.0
1855,2017-01-29,8080.0
1856,2017-01-30,10380.0
1857,2017-01-31,9390.0
1858,2017-02-01,10020.0
1859,2017-02-02,9575.0
1860,2017-02-03,10490.0
1861,2017-02-04,11190.0
1862,2017-02-05,12520.0
1863,2017-02-06,11190.0
1864,2017-02-07,12105.0
1865,2017-02-08,10275.0
1866,2017-02-09,11605.0
1867,2017-02-10,10690.0
1868,2017-02-11,12950.0
1869,2017-02-12,13655.0
1870,2017-02-13,13545.0
1871,2017-02-14,13890.0
1872,2017-02-15,11489.0
1873,2017-02-16,11124.0
1874,2017-02-17,13374.0
1875,2017-02-18,15219.0
1876,2017-02-19,14065.0
1877,2017-02-20,14065.0
1878,2017-02-21,14065.0
1879,2017-02-22,14065.0
1880,2017-02-23,14065.0
1881,2017-02-24,15260.0
1882,2017-02-25,14605.0
1883,2017-02-26,14345.0
1884,2017-02-27,14450.0
1885,2017-02-28,12955.0
1886,2017-03-01,12955.0
1887,2017-03-02,12955.0
1888,2017-03-03,12955.0
1889,2017-03-04,14160.0
1890,2017-03-05,14160.0
1891,2017-03-06,15740.0
1892,2017-03-07,14160.0
1893,2017-03-08,14160.0
1894,2017-03-09,14160.0
1895,2017-03-10,14400.0
1896,2017-03-11,16730.0
1897,2017-03-12,15790.0
1898,2017-03-13,16850.0
1899,2017-03-14,16470.0
1900,2017-03-15,15235.0
1901,2017-03-16,15235.0
1902,2017-03-17,15235.0
1903,2017-03-18,16570.0
1904,2017-03-19,17274.0
1905,2017-03-20,17496.0
1906,2017-03-21,16565.0
1907,2017-03-22,16565.0
1908,2017-03-23,18810.0
1909,2017-03-24,16150.0
1910,2017-03-25,16150.0
1911,2017-03-26,17065.0
1912,2017-03-27,16335.0
1913,2017-03-28,16630.0
1914,2017-03-29,17075.0
1915,2017-03-30,15235.0
1916,2017-03-31,17435.0
1917,2017-04-01,18939.0
1918,2017-04-02,18505.0
1919,2017-04-03,17005.0
1920,2017-04-04,17005.0
1921,2017-04-05,16115.0
1922,2017-04-06,16115.0
1923,2017-04-07,16115.0
1924,2017-04-08,19660.0
1925,2017-04-09,18785.0
1926,2017-04-10,17450.0
1927,2017-04-11,17025.0
1928,2017-04-12,16530.0
1929,2017-04-13,16530.0
1930,2017-04-14,16530.0
1931,2017-04-15,20235.0
1932,2017-04-16,22270.0
1933,2017-04-17,16830.0
1934,2017-04-18,16685.0
1935,2017-04-19,17200.0
1936,2017-04-20,16710.0
1937,2017-04-21,16340.0
1938,2017-04-22,16840.0
1939,2017-04-23,16840.0
1940,2017-04-24,18420.0
1941,2017-04-25,15540.0
1942,2017-04-26,15540.0
1943,2017-04-27,15540.0
1944,2017-04-28,15540.0
1945,2017-04-29,19275.0
1946,2017-04-30,19720.0
1947,2017-05-01,19477.0
1948,2017-05-02,16980.0
1949,2017-05-03,17078.0
1950,2017-05-04,16168.0
1951,2017-05-05,16168.0
1952,2017-05-06,19187.0
1953,2017-05-07,20744.0
1954,2017-05-08,20389.0
1955,2017-05-09,19115.0
1956,2017-05-10,19115.0
1957,2017-05-11,19115.0
1958,2017-05-12,19810.0
1959,2017-05-13,21276.0
1960,2017-05-14,21535.0
1961,2017-05-15,17570.0
1962,2017-05-16,17570.0
1963,2017-05-17,16665.0
1964,2017-05-18,16665.0
1965,2017-05-19,17965.0
1966,2017-05-20,22932.0
1967,2017-05-21,24560.0
1968,2017-05-22,23455.0
1969,2017-05-23,23715.0
1970,2017-05-24,23060.0
1971,2017-05-25,25285.0
1972,2017-05-26,25285.0
1973,2017-05-27,26175.0
1974,2017-05-28,27510.0
1975,2017-05-29,25680.0
1976,2017-05-30,25355.0
1977,2017-05-31,24855.0
1978,2017-06-01,23679.0
1979,2017-06-02,22774.0
1980,2017-06-03,25962.0
1981,2017-06-04,26582.0
1982,2017-06-05,23736.0
1983,2017-06-06,22366.0
1984,2017-06-07,20165.0
1985,2017-06-08,20517.0
1986,2017-06-09,20517.0
1987,2017-06-10,23247.0
1988,2017-06-11,25247.0
1989,2017-06-12,23907.0
1990,2017-06-13,23412.0
1991,2017-06-14,23412.0
