"Date"	"MaxTemperature	"MinTemperature	"Month"	"WeekDay"	"is_WeekDay"	"Holiday"	"Index"
2015-09-20 00:00:00	20.005714285714284	10.667142857142858	9	6	0	Day
2015-09-21 00:00:00	20.231428571428573	9.06	9	0	1	Day
2015-09-22 00:00:00	16.997142857142855	11.872857142857143	9	1	1	Day
2015-09-23 00:00:00	17.32857142857143	10.451428571428572	9	2	1	Day
2015-09-24 00:00:00	19.02285714285714	10.24	9	3	1	Day
2015-09-25 00:00:00	19.680000000000003	10.919999999999998	9	4	1	Day
2015-09-26 00:00:00	19.494285714285716	10.042857142857143	9	5	0	Day
2015-09-27 00:00:00	20.222857142857144	9.711428571428572	9	6	0	Day
2015-09-28 00:00:00	19.757142857142856	9.871428571428572	9	0	1	Day
2015-09-29 00:00:00	18.81142857142857	9.771428571428572	9	1	1	Day
2015-09-30 00:00:00	19.23428571428572	9.26857142857143	9	2	1	Day
2015-10-01 00:00:00	17.75428571428571	8.268571428571429	10	3	1	Day
2015-10-02 00:00:00	18.005714285714284	7.9228571428571435	10	4	1	Day
2015-10-03 00:00:00	17.825714285714284	10.505714285714284	10	5	0	Day
2015-10-04 00:00:00	17.00857142857143	9.59142857142857	10	6	0	Day
2015-10-05 00:00:00	19.32	13.414285714285716	10	0	1	Day
2015-10-06 00:00:00	20.060000000000002	14.185714285714285	10	1	1	Day
2015-10-07 00:00:00	17.159999999999997	11.764285714285712	10	2	1	Day
2015-10-08 00:00:00	17.037142857142857	10.375714285714286	10	3	1	Day
2015-10-09 00:00:00	17.625714285714285	8.59142857142857	10	4	1	Day
2015-10-10 00:00:00	17.76857142857143	8.688571428571429	10	5	0	Day
2015-10-11 00:00:00	17.288571428571426	9.26	10	6	0	Day
2015-10-12 00:00:00	15.2	9.062857142857142	10	0	1	Day
2015-10-13 00:00:00	13.391428571428571	7.214285714285715	10	1	1	Day
2015-10-14 00:00:00	10.845714285714289	5.541428571428572	10	2	1	Day
2015-10-15 00:00:00	9.905714285714286	5.105714285714285	10	3	1	Day
2015-10-16 00:00:00	11.148571428571428	5.194285714285715	10	4	1	Day
2015-10-17 00:00:00	13.137142857142855	6.159999999999999	10	5	0	Day
2015-10-18 00:00:00	13.154285714285713	8.168571428571429	10	6	0	Day
2015-10-19 00:00:00	14.719999999999999	7.339999999999999	10	0	1	Day
2015-10-20 00:00:00	13.802857142857144	8.125714285714283	10	1	1	Day
2015-10-21 00:00:00	13.76	7.388571428571429	10	2	1	Day
2015-10-22 00:00:00	14.442857142857143	9.385714285714286	10	3	1	Day
2015-10-23 00:00:00	15.871428571428568	9.537142857142857	10	4	1	Day
2015-10-24 00:00:00	17.031428571428574	8.55142857142857	10	5	0	Day
2015-10-25 00:00:00	16.405714285714286	9.208571428571428	10	6	0	Day
