ds,consommation_france,temperature,is_holiday_day,prev_J_1
2018-01-08 05:30:00,56530.0,7.140082879611037,0,55400.0
2018-01-08 06:00:00,58511.0,7.0926829268292675,0,58000.0
2018-01-08 06:30:00,62795.0,7.0673322264611445,0,62000.0
2018-01-08 07:00:00,66303.0,7.0704800622288175,0,66000.0
2018-01-08 07:30:00,69996.0,7.1082040562054605,0,69500.0
2018-01-08 08:00:00,72001.0,7.185305693252996,0,72000.0
2018-01-08 08:30:00,72456.0,7.3043991293634045,0,72000.0
2018-01-08 09:00:00,72571.0,7.4650000000000025,0,72300.0
2018-01-08 09:30:00,72947.0,7.662632798005313,0,72700.0
2018-01-08 10:00:00,73102.0,7.888421060240253,0,73000.0
2018-01-08 10:30:00,73101.0,8.12990314561814,0,72600.0
2018-01-08 11:00:00,73281.0,8.372330821870023,0,72800.0
2018-01-08 11:30:00,73389.0,8.599986421876572,0,73200.0
2018-01-08 12:00:00,73897.0,8.7975,0,74000.0
2018-01-08 12:30:00,73445.0,8.951158499944277,0,73100.0
2018-01-08 13:00:00,73995.0,9.050007222351654,0,74100.0
2018-01-08 13:30:00,72933.0,9.086424053268221,0,72300.0
2018-01-08 14:00:00,72242.0,9.056485992345722,0,71400.0
2018-01-08 14:30:00,71670.0,8.960327692571777,0,71000.0
2018-01-08 15:00:00,70267.0,8.8025,0,69200.0
2018-01-08 15:30:00,69748.0,8.592307966690935,0,68700.0
2018-01-08 16:00:00,69232.0,8.34361516713273,0,68000.0
2018-01-08 16:30:00,69106.0,8.073293246571902,0,68100.0
2018-01-08 17:00:00,69433.0,7.799137772823871,0,68800.0
2018-01-08 17:30:00,71435.0,7.537763561294223,0,71200.0
2018-01-08 18:00:00,74163.0,7.3024999999999975,0,73900.0
2018-01-08 18:30:00,75813.0,7.101319959201236,0,75100.0
2018-01-08 19:00:00,77095.0,6.935641900899547,0,76500.0
2018-01-08 19:30:00,76143.0,6.801348572614553,0,75100.0
2018-01-08 20:00:00,74254.0,6.690678901027317,0,72800.0
2018-01-08 20:30:00,71774.0,6.594153470234084,0,70300.0
2018-01-08 21:00:00,69415.0,6.5025,0,68200.0
2018-01-08 21:30:00,67442.0,6.40855542351496,0,65800.0
2018-01-08 22:00:00,65719.0,6.308559552204964,0,64300.0
2018-01-08 22:30:00,65818.0,6.20190430768431,0,64800.0
2018-01-08 23:00:00,68336.0,6.090274540763273,0,67900.0
2018-01-08 23:30:00,67367.0,5.976765449957937,0,66900.0
2018-01-09 00:00:00,67226.0,5.865,0,66300.0
2018-01-09 00:30:00,65561.0,5.75825543501713,0,64100.0
2018-01-09 01:00:00,62897.0,5.658826253147142,0,61600.0
2018-01-09 01:30:00,62293.0,5.567987429407216,0,62500.0
2018-01-09 02:00:00,61614.0,5.486194099996995,0,61700.0
2018-01-09 02:30:00,61196.0,5.4132903412721385,0,60200.0
2018-01-09 03:00:00,59515.0,5.348717948717949,0,58400.0
2018-01-09 03:30:00,58398.0,5.291728944021455,0,57400.0
2018-01-09 04:00:00,57550.0,5.241695012704971,0,56700.0
2018-01-09 04:30:00,57464.0,5.198662996261733,0,56800.0
2018-01-09 05:00:00,57988.0,5.164007314852982,0,58000.0
2018-01-09 05:30:00,59888.0,5.14108611810354,0,59800.0
2018-01-09 06:00:00,61799.0,5.135897435897436,0,62400.0
2018-01-09 06:30:00,66019.0,5.15770885225351,0,66300.0
2018-01-09 07:00:00,69395.0,5.2189987792821535,0,69100.0
2018-01-09 07:30:00,72883.0,5.333650254424786,0,73500.0
2018-01-09 08:00:00,74899.0,5.514456337774403,0,75900.0
2018-01-09 08:30:00,75278.0,5.770599032476209,0,75500.0
2018-01-09 09:00:00,74824.0,6.105128205128206,0,74900.0
2018-01-09 09:30:00,75044.0,6.512487927665408,0,74800.0
2018-01-09 10:00:00,74491.0,6.97727577781778,0,74800.0
2018-01-09 10:30:00,74516.0,7.476131957486107,0,74200.0
2018-01-09 11:00:00,74723.0,7.980861369691587,0,74400.0
2018-01-09 11:30:00,74935.0,8.461603117009012,0,74600.0
2018-01-09 12:00:00,75131.0,8.889999999999997,0,75400.0
2018-01-09 12:30:00,74485.0,9.242338589780656,0,74300.0
2018-01-09 13:00:00,74483.0,9.501924228086617,0,75300.0
2018-01-09 13:30:00,73449.0,9.659513920215703,0,73300.0
2018-01-09 14:00:00,72674.0,9.712984155467948,0,72200.0
2018-01-09 14:30:00,72088.0,9.666969301720073,0,72000.0
2018-01-09 15:00:00,70659.0,9.5325,0,69800.0
2018-01-09 15:30:00,70021.0,9.326622183736015,0,69300.0
2018-01-09 16:00:00,69542.0,9.071512339547787,0,68700.0
2018-01-09 16:30:00,69430.0,8.792313996566524,0,68300.0
2018-01-09 17:00:00,69722.0,8.514470457296987,0,69200.0
2018-01-09 17:30:00,71525.0,8.261038153154178,0,71600.0
